,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
194,2009-04-26,,Premier League,Matchweek 34,Sun,Home,W,2,0,Middlesbrough,,"60,089",,4-4-1-1,Chris Foy,Match Report,,2008-2009
195,2009-04-29,,Champions Lg,Semi-finals,Wed,Away,L,0,1,eng Manchester Utd,,,,,Claus Bo Larsen,Match Report,Leg 1 of 2,2008-2009
196,2009-05-02,,Premier League,Matchweek 35,Sat,Away,W,3,0,Portsmouth,,"20,418",,4-2-3-1,Lee Mason,Match Report,,2008-2009
197,2009-05-05,,Champions Lg,Semi-finals,Tue,Home,L,1,3,eng Manchester Utd,,,,,Roberto Rosetti,Match Report,Leg 2 of 2; Manchester Utd won,2008-2009
198,2009-05-10,,Premier League,Matchweek 36,Sun,Home,L,1,4,Chelsea,,"60,075",,4-5-1,Phil Dowd,Match Report,,2008-2009
199,2009-05-16,,Premier League,Matchweek 37,Sat,Away,D,0,0,Manchester Utd,,"75,468",,4-5-1,Mike Dean,Match Report,,2008-2009
200,2009-05-24,,Premier League,Matchweek 38,Sun,Home,W,4,1,Stoke City,,"60,082",,4-4-1-1,Martin Atkinson,Match Report,,2008-2009
201,2009-08-15,,Premier League,Matchweek 1,Sat,Away,W,6,1,Everton,,"39,309",,4-2-3-1,Mark Halsey,Match Report,,2009-2010
202,2009-08-18,,Champions Lg,Play-off round,Tue,Away,W,2,0,sct Celtic,,,,,Massimo Busacca,Match Report,Leg 1 of 2,2009-2010
203,2009-08-22,,Premier League,Matchweek 3,Sat,Home,W,4,1,Portsmouth,,"60,049",,4-2-3-1,Stephen Bennett,Match Report,,2009-2010
204,2009-08-26,,Champions Lg,Play-off round,Wed,Home,W,3,1,sct Celtic,,,,,Mejuto González,Match Report,Leg 2 of 2; Arsenal won,2009-2010
205,2009-08-29,,Premier League,Matchweek 4,Sat,Away,L,1,2,Manchester Utd,,"75,095",,4-1-4-1,Mike Dean,Match Report,,2009-2010
206,2009-09-12,,Premier League,Matchweek 5,Sat,Away,L,2,4,Manchester City,,"47,339",,4-2-3-1,Mark Clattenburg,Match Report,,2009-2010
207,2009-09-16,,Champions Lg,Group stage,Wed,Away,W,3,2,be Standard Liège,,,,,Iturralde González,Match Report,,2009-2010
208,2009-09-19,,Premier League,Matchweek 6,Sat,Home,W,4,0,Wigan Athletic,,"59,103",,4-2-3-1,Mike Jones,Match Report,,2009-2010
209,2009-09-26,,Premier League,Matchweek 7,Sat,Away,W,1,0,Fulham,,"25,700",,4-5-1,Martin Atkinson,Match Report,,2009-2010
210,2009-09-29,,Champions Lg,Group stage,Tue,Home,W,2,0,gr Olympiacos,,,,,Stéphane Lannoy,Match Report,,2009-2010
211,2009-10-04,,Premier League,Matchweek 8,Sun,Home,W,6,2,Blackburn,,"59,431",,4-3-3,Peter Walton,Match Report,,2009-2010
212,2009-10-17,,Premier League,Matchweek 9,Sat,Home,W,3,1,Birmingham City,,,,4-2-3-1,Lee Probert,Match Report,,2009-2010
213,2009-10-20,,Champions Lg,Group stage,Tue,Away,D,1,1,nl AZ Alkmaar,,,,,Martin Hansson,Match Report,,2009-2010
214,2009-10-25,,Premier League,Matchweek 10,Sun,Away,D,2,2,West Ham,,"34,442",,4-2-3-1,Chris Foy,Match Report,,2009-2010
215,2009-10-31,,Premier League,Matchweek 11,Sat,Home,W,3,0,Tottenham,,"60,103",,4-2-3-1,Mark Clattenburg,Match Report,,2009-2010
216,2009-11-04,,Champions Lg,Group stage,Wed,Home,W,4,1,nl AZ Alkmaar,,,,,Alain Hamer,Match Report,,2009-2010
217,2009-11-07,,Premier League,Matchweek 12,Sat,Away,W,4,1,Wolves,,"28,937",,4-2-3-1,Stephen Bennett,Match Report,,2009-2010
218,2009-11-21,,Premier League,Matchweek 13,Sat,Away,L,0,1,Sunderland,,"44,918",,4-2-3-1,Alan Wiley,Match Report,,2009-2010
219,2009-11-24,,Champions Lg,Group stage,Tue,Home,W,2,0,be Standard Liège,,,,,Konrad Plautz,Match Report,,2009-2010
220,2009-11-29,,Premier League,Matchweek 14,Sun,Home,L,0,3,Chelsea,,"60,067",,4-5-1,Andre Marriner,Match Report,,2009-2010
221,2009-12-05,,Premier League,Matchweek 15,Sat,Home,W,2,0,Stoke City,,"60,048",,4-4-1-1,Mark Clattenburg,Match Report,,2009-2010
222,2009-12-09,,Champions Lg,Group stage,Wed,Away,L,0,1,gr Olympiacos,,,,,Lucílio Batista,Match Report,,2009-2010
223,2009-12-13,,Premier League,Matchweek 16,Sun,Away,W,2,1,Liverpool,,"43,853",,4-5-1,Howard Webb,Match Report,,2009-2010
224,2009-12-16,,Premier League,Matchweek 17,Wed,Away,D,1,1,Burnley,,"21,309",,4-5-1,Mike Dean,Match Report,,2009-2010
225,2009-12-19,,Premier League,Matchweek 18,Sat,Home,W,3,0,Hull City,,"60,006",,4-2-3-1,Stephen Bennett,Match Report,,2009-2010
226,2009-12-27,,Premier League,Matchweek 19,Sun,Home,W,3,0,Aston Villa,,"60,056",,4-5-1,Phil Dowd,Match Report,,2009-2010
227,2009-12-30,,Premier League,Matchweek 20,Wed,Away,W,4,1,Portsmouth,,"20,404",,4-2-3-1,Alan Wiley,Match Report,,2009-2010
228,2010-01-09,,Premier League,Matchweek 21,Sat,Home,D,2,2,Everton,,"60,053",,4-2-3-1,Peter Walton,Match Report,,2009-2010
229,2010-01-17,,Premier League,Matchweek 22,Sun,Away,W,2,0,Bolton,,"23,893",,4-3-3,Phil Dowd,Match Report,,2009-2010
230,2010-01-20,,Premier League,Matchweek 2,Wed,Home,W,4,2,Bolton,,"59,084",,4-3-3,Alan Wiley,Match Report,,2009-2010
231,2010-01-27,,Premier League,Matchweek 23,Wed,Away,D,0,0,Aston Villa,,"39,601",,4-3-3,Lee Probert,Match Report,,2009-2010
232,2010-01-31,,Premier League,Matchweek 24,Sun,Home,L,1,3,Manchester Utd,,"60,091",,4-3-3,Chris Foy,Match Report,,2009-2010
233,2010-02-07,,Premier League,Matchweek 25,Sun,Away,L,0,2,Chelsea,,"41,794",,4-3-3,Mike Dean,Match Report,,2009-2010
234,2010-02-10,,Premier League,Matchweek 26,Wed,Home,W,1,0,Liverpool,,"60,045",,4-3-3,Howard Webb,Match Report,,2009-2010
235,2010-02-17,,Champions Lg,Round of 16,Wed,Away,L,1,2,pt Porto,,,,,Martin Hansson,Match Report,Leg 1 of 2,2009-2010
236,2010-02-20,,Premier League,Matchweek 27,Sat,Home,W,2,0,Sunderland,,"60,083",,4-3-3,Stephen Bennett,Match Report,,2009-2010
237,2010-02-27,,Premier League,Matchweek 28,Sat,Away,W,3,1,Stoke City,,"27,011",,4-2-3-1,Peter Walton,Match Report,,2009-2010
238,2010-03-06,,Premier League,Matchweek 29,Sat,Home,W,3,1,Burnley,,"60,043",,4-3-3,Chris Foy,Match Report,,2009-2010
239,2010-03-09,,Champions Lg,Round of 16,Tue,Home,W,5,0,pt Porto,,,,,Frank de Bleeckere,Match Report,Leg 2 of 2; Arsenal won,2009-2010
240,2010-03-13,,Premier League,Matchweek 30,Sat,Away,W,2,1,Hull City,,"25,023",,4-2-3-1,Andre Marriner,Match Report,,2009-2010
241,2010-03-20,,Premier League,Matchweek 31,Sat,Home,W,2,0,West Ham,,"60,077",,4-2-3-1,Martin Atkinson,Match Report,,2009-2010
242,2010-03-27,,Premier League,Matchweek 32,Sat,Away,D,1,1,Birmingham City,,"27,039",,4-2-3-1,Howard Webb,Match Report,,2009-2010
243,2010-03-31,,Champions Lg,Quarter-finals,Wed,Home,D,2,2,es Barcelona,,,,,Massimo Busacca,Match Report,Leg 1 of 2,2009-2010
244,2010-04-03,,Premier League,Matchweek 33,Sat,Home,W,1,0,Wolves,,"60,067",,4-3-3,Andre Marriner,Match Report,,2009-2010
245,2010-04-06,,Champions Lg,Quarter-finals,Tue,Away,L,1,4,es Barcelona,,,,,Wolfgang Stark,Match Report,Leg 2 of 2; Barcelona won,2009-2010
246,2010-04-14,,Premier League,Matchweek 34,Wed,Away,L,1,2,Tottenham,,"36,041",,4-5-1,Mark Clattenburg,Match Report,,2009-2010
247,2010-04-18,,Premier League,Matchweek 35,Sun,Away,L,2,3,Wigan Athletic,,"22,113",,4-3-3,Lee Mason,Match Report,,2009-2010
248,2010-04-24,,Premier League,Matchweek 36,Sat,Home,D,0,0,Manchester City,,"60,086",,4-2-3-1,Mike Dean,Match Report,,2009-2010
249,2010-05-03,,Premier League,Matchweek 37,Mon,Away,L,1,2,Blackburn,,"26,138",,4-3-3,Martin Atkinson,Match Report,,2009-2010
250,2010-05-09,,Premier League,Matchweek 38,Sun,Home,W,4,0,Fulham,,"60,039",,4-3-3,Mike Jones,Match Report,,2009-2010
